OTU_ID	M0	M1.5	M10	M11	M12	M13	M14	M15	M16	M17	M19	M20	M21	M22	M3.1	M3.2	M4	M5	M6	M7	M8.1	M8.2	M9	MEB	MSB
ID0020637M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ID0020643M	0	0	0	0	0	0	1	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0020652M	0	0	0	0	0	0	0	0	0	0	8	0	0	43	0	0	0	0	1	0	0	0	0	0	0
ID0020664M	0	0	0	0	0	0	1	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ID0020665M	0	0	0	0	0	1	0	0	0	0	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0
ID0020676M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0020677M	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ID0020679M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	0	0	0	0	0	0	0
ID0020686M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	0	0
ID0020690M	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	32	0
ID0020701M	0	0	0	0	0	0	2	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
ID0020704M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ID0020705M	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0
ID0020717M	5	4	2	5	9	1	2	0	0	0	0	0	0	0	2	7	5	4	2	0	1	0	1	0	0
ID0020724M	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	27	0
ID0020744M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	1	0	0	0	0	0	0
ID0020747M	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0
ID0020760M	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0020761M	1	0	0	0	1	2	1	1	0	0	0	3	0	0	0	1	1	0	2	0	0	0	0	0	0
ID0020764M	0	0	0	2	0	0	0	0	0	0	0	0	0	22	1	5	6	0	3	0	0	0	0	0	0
ID0020765M	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0
ID0020766M	0	0	0	0	0	0	0	0	3	0	2	0	0	8	1	1	0	0	0	0	0	0	0	0	0
ID0020775M	0	0	0	0	0	1	0	0	0	0	0	0	0	28	0	0	0	1	4	0	1	0	2	0	0
ID0020778M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	6	3	0	0	0	0
ID0020781M	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0
ID0020782M	0	0	0	0	0	1	1	0	0	4	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0020785M	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ID0020787M	1	0	0	0	1	0	0	0	1	0	0	0	0	70	1	1	1	3	1	5	11	5	3	0	0
ID0020797M	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	1	0	0	0
ID0020801M	2	0	11	3	1	0	0	0	1	0	0	0	0	17	0	1	0	0	0	0	0	3	0	0	0
ID0020813M	2	0	2	0	6	6	4	1	22	3	4	19	0	0	6	5	5	0	0	0	2	2	1	0	0
ID0020815M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
ID0020824M	0	0	5	0	0	0	0	1	0	0	0	0	0	7	1	0	0	0	0	0	3	2	2	0	0
ID0020827M	0	1	0	0	0	0	0	0	4	0	2	4	0	0	0	0	3	0	0	0	0	0	0	0	0
ID0020829M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0020834M	0	0	0	0	0	0	0	0	0	0	0	2	0	23	0	0	0	1	0	0	0	0	1	0	0
ID0020838M	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
ID0020845M	0	0	3	0	0	0	1	3	0	0	0	2	0	32	1	2	1	1	1	9	5	3	1	45	25
ID0020854M	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	2	0
ID0020855M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
ID0020865M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
ID0020869M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ID0020876M	0	0	0	0	0	0	1	0	1	0	4	0	0	27	1	0	2	0	0	3	1	0	0	6	0
ID0020877M	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0020895M	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ID0020897M	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0020899M	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0020902M	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	1	0	0	0
ID0020909M	0	0	0	0	0	0	0	0	0	0	0	2	22	6	1	0	1	0	0	0	0	1	0	0	0
ID0020914M	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0020917M	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ID0020935M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ID0020937M	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0020938M	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0020960M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ID0020961M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ID0020969M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	0	4	0	11	2	0	0
ID0020974M	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	4	0
ID0020976M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0
ID0020981M	2	3	0	0	2	0	0	0	0	0	0	0	0	0	5	19	4	0	0	0	0	0	0	0	0
ID0021003M	0	0	0	0	0	0	0	2	0	0	0	10	0	37	0	0	0	0	0	0	0	0	2	21	0
ID0021012M	0	0	0	0	0	0	2	0	2	1	4	6	0	5	0	0	0	0	0	2	0	0	0	0	0
ID0021019M	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0
ID0021029M	0	0	0	0	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0021040M	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	0	0	0	0
ID0021049M	2	0	4	2	3	2	2	5	0	0	14	3	0	0	2	4	5	3	5	6	3	7	2	0	0
ID0021063M	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
ID0021064M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ID0021065M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0021066M	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ID0021070M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0021071M	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0
ID0021073M	2	0	0	1	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	2	1	0	0	0	0
ID0021075M	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	2	4	4	2	0	1	0	0	0
ID0021079M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ID0021081M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ID0021083M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0021092M	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0
ID0021105M	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0021113M	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0021114M	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0	0	2	0	2	0	0	1	0	0	0
ID0021136M	0	0	0	0	1	3	0	0	1	1	2	0	0	0	3	0	3	0	0	0	0	2	0	0	0
ID0021152M	0	3	0	0	0	0	4	0	4	10	0	2	0	0	5	10	6	1	0	1	0	0	0	0	0
ID0021153M	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
ID0021154M	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	3	0	0	0	0	0	0	1	0
ID0021167M	6	0	0	1	3	1	3	3	0	0	0	0	0	2	15	1	0	0	0	0	1	1	0	0	0
ID0021169M	0	1	0	1	0	0	0	0	1	1	0	0	0	0	3	1	8	20	6	0	1	1	0	0	0
ID0021170M	0	0	0	0	0	1	1	0	0	2	1	4	0	2	0	0	3	0	1	2	0	0	0	0	0
ID0021171M	0	0	0	1	1	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ID0021196M	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
ID0021197M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0
ID0021201M	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ID0021202M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0021203M	0	0	0	2	0	0	0	0	1	0	5	0	1	0	3	4	0	0	1	1	0	1	2	0	0
ID0021207M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0
ID0021214M	0	2	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	3	0	1	0	0	0	0	0
ID0021216M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0021217M	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0
ID0021223M	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
ID0021224M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ID0021226M	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0021243M	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
ID0021250M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0021261M	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0021266M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ID0021280M	5	3	0	0	2	2	1	0	3	0	0	0	0	0	7	11	29	3	0	3	0	4	0	0	0
ID0021285M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ID0021286M	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ID0021303M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0021320M	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
ID0021327M	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ID0021331M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ID0021354M	0	0	0	0	0	0	0	1	0	0	0	0	0	26	1	0	0	0	0	0	11	0	0	0	0
ID0021364M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ID0021368M	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0021373M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0
ID0021397M	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	2	0	0	1	0	14	0
ID0021399M	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ID0021400M	0	0	0	0	0	2	0	0	1	0	6	2	0	0	0	1	0	0	0	0	0	0	1	0	0
ID0021404M	0	0	1	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	1
ID0021405M	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	3	0	2	0	0	0	0	1	0	0
ID0021417M	1	0	0	0	0	0	0	0	0	0	0	0	0	10	13	1	2	0	0	0	0	0	0	0	0
ID0021423M	0	0	11	2	0	0	0	3	0	0	6	0	0	0	0	4	0	8	0	1	2	0	0	0	0
ID0021428M	1	2	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0
ID0021429M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ID0021444M	0	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	2	0	0	0	0	0	0	0	0
ID0021447M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0021456M	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ID0021466M	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ID0021471M	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ID0021478M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0021491M	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	5	1	0	0	0	0	0	30	0
ID0021515M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ID0021532M	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0021546M	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0
ID0021573M	0	0	0	1	0	0	0	0	0	0	0	0	0	14	1	0	0	1	0	0	0	0	5	0	0
ID0021578M	0	0	0	0	1	0	0	0	0	0	0	0	0	16	2	1	0	5	1	4	1	0	3	0	0
ID0021582M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24
ID0021585M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ID0021586M	0	0	2	3	3	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	2	1	0	0	0
ID0021595M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ID0021606M	5	4	0	0	0	0	0	0	1	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0
ID0021614M	0	0	0	0	1	0	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
ID0021617M	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	4	0	0	0
ID0021622M	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	3	1	0	0	0	2	0	0	0
ID0021637M	0	1	0	0	0	0	3	0	4	0	0	6	2	1	0	1	0	1	0	0	0	0	0	0	0
ID0021641M	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ID0021644M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ID0021647M	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ID0021652M	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
ID0021653M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0021661M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0021665M	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ID0021668M	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	3	0	2	1	0	0	1	0	0
ID0021681M	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0
ID0021683M	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0021688M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ID0021689M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0
ID0021691M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	2	0	0
ID0021697M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ID0021705M	0	0	0	0	0	0	1	0	3	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ID0021710M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	2	1	2	5	5	0	0
ID0021712M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0021718M	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ID0021727M	0	0	0	0	0	0	0	0	0	0	0	1	43	0	1	0	1	0	0	0	0	0	1	0	0
ID0021728M	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
ID0021730M	0	0	0	1	2	0	1	0	2	0	0	0	0	13	0	2	0	0	1	1	0	0	2	0	0
ID0021737M	0	0	0	0	0	0	0	1	1	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
ID0021749M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	3	0	0	0	0
ID0021752M	0	0	0	0	0	1	0	0	5	0	1	3	0	0	2	0	1	0	0	0	2	0	0	0	0
ID0021753M	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ID0021762M	0	0	0	0	1	3	7	0	4	0	5	20	0	0	0	0	0	0	7	0	0	0	1	0	0
ID0021765M	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0021771M	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0021774M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0021778M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
ID0021780M	1	1	1	0	0	0	0	0	2	0	1	0	1	18	1	0	0	0	0	0	0	0	1	0	0
ID0021811M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0021812M	0	0	4	10	5	0	1	0	2	0	6	1	0	0	2	0	0	0	2	1	5	2	9	0	0
ID0021824M	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0
ID0021827M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ID0021830M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ID0021831M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0021842M	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ID0021846M	0	0	3	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	2	0	0
ID0021847M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0021852M	0	0	0	0	0	0	0	0	0	0	0	2	0	29	0	0	0	0	0	0	0	0	0	16	0
ID0021869M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ID0021890M	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	2	0	1	0	0	16	0
ID0021897M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0021909M	0	1	3	0	0	1	0	0	3	0	0	0	0	39	4	0	0	0	0	0	2	2	0	0	0
ID0021927M	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	1	1	4	2	6	4	2	1	0	0
ID0021935M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
ID0021937M	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	0	0	0	0
ID0021938M	0	0	0	0	3	2	1	1	0	0	8	0	0	1	0	1	2	2	0	1	0	0	1	0	0
ID0021945M	0	0	0	1	0	0	0	0	0	0	13	0	0	29	1	0	0	0	0	1	0	0	0	0	0
ID0021953M	0	0	1	0	1	0	0	0	0	0	0	0	0	26	0	3	3	4	4	3	5	2	0	1	0
ID0021958M	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0021959M	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ID0021972M	0	0	0	0	1	1	0	0	0	0	2	5	0	11	0	0	0	0	0	0	0	0	0	0	0
ID0021980M	0	0	0	2	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ID0021982M	1	0	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	2	0	2	0	0	0	0	0
ID0021993M	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0
ID0021995M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0
ID0022008M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ID0022014M	1	0	1	0	0	1	0	0	0	0	0	3	0	10	1	0	3	1	2	0	0	1	1	0	0
ID0022018M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0022031M	0	2	0	0	0	0	0	0	0	0	0	0	0	75	0	5	0	6	0	0	0	0	0	0	0
ID0022036M	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	2	0
ID0022037M	2	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	5	0	1	0	4	0	0
ID0022038M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
ID0022039M	0	0	1	0	0	0	1	0	2	0	3	1	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0022043M	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0
ID0022048M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	13	14	1	0	7	1	0	0
ID0022062M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0022064M	0	1	3	3	0	2	1	0	4	13	20	1	0	8	0	2	10	1	2	3	3	1	3	0	0
ID0022075M	1	0	1	0	0	0	0	2	3	0	7	0	0	0	4	0	0	0	0	1	3	2	0	0	0
ID0022083M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
ID0022114M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0
ID0022115M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ID0022121M	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0
ID0022124M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
ID0022128M	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0022131M	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022132M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0022134M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0
ID0022139M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ID0022140M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ID0022145M	0	1	0	0	1	0	0	1	0	0	0	0	0	66	0	2	0	2	0	2	1	2	2	0	0
ID0022151M	0	0	0	0	0	0	0	1	4	0	1	0	0	6	1	0	0	0	0	0	0	1	0	0	0
ID0022153M	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	1	0	0	1	0	0	0	0	0	0
ID0022156M	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ID0022166M	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	2	0	0	0	2	0	4	0	0
ID0022174M	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022182M	0	0	0	0	0	0	0	0	0	0	4	8	0	7	0	0	0	0	0	0	0	0	0	0	0
ID0022184M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	38
ID0022185M	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
ID0022190M	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ID0022191M	0	0	4	0	0	1	0	0	0	0	0	3	0	0	0	0	4	0	2	0	0	0	0	0	0
ID0022195M	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	1	10	1	0	0
ID0022197M	3	1	0	0	1	0	0	0	0	0	0	0	0	0	5	9	2	4	1	0	1	1	2	0	0
ID0022202M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ID0022204M	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0
