OTU_ID	M0	M1.5	M10	M11	M12	M13	M14	M15	M16	M17	M19	M20	M21	M22	M3.1	M3.2	M4	M5	M6	M7	M8.1	M8.2	M9	MEB	MSB
ID0022207M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21
ID0022217M	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	2	0	0
ID0022260M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ID0022264M	0	0	0	0	0	0	1	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
ID0022270M	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	2	0	0	0	0	0	0	0	0
ID0022271M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	2	0	0
ID0022276M	0	0	1	0	1	1	2	1	0	0	6	2	0	0	0	1	0	0	0	0	1	0	1	0	0
ID0022277M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ID0022287M	0	0	0	1	0	0	0	0	1	0	0	1	0	2	1	0	0	1	0	3	48	14	2	0	0
ID0022289M	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ID0022294M	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0
ID0022302M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ID0022306M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
ID0022308M	0	0	0	1	2	3	8	5	5	4	3	3	30	0	0	0	0	0	0	0	0	0	0	0	0
ID0022311M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	3	4	0	0	0
ID0022320M	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	1	15	0
ID0022323M	0	0	0	0	0	0	0	0	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0
ID0022329M	1	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	6	0	2	0	0	0	0	0	0
ID0022334M	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0
ID0022338M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0
ID0022350M	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	0	0	0	0	0	1	1	2	0	0
ID0022359M	1	0	0	0	0	0	0	1	0	0	1	0	1	0	3	2	4	2	3	0	1	0	0	0	12
ID0022384M	0	0	0	8	1	2	2	2	0	4	0	0	0	1	0	3	0	3	2	1	0	2	1	0	0
ID0022411M	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
ID0022416M	0	0	0	0	16	9	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0
ID0022429M	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022433M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0
ID0022441M	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	3	0	0	0	0	0	0	0
ID0022442M	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	3	0	0	1	0	3	0	0
ID0022452M	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	2	0	0
ID0022453M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ID0022455M	0	2	0	2	1	0	1	1	5	0	0	0	0	0	5	2	4	0	2	2	4	6	10	0	0
ID0022474M	0	0	0	0	0	0	1	0	0	3	3	4	58	0	0	0	0	0	0	0	1	2	0	0	0
ID0022477M	0	1	0	2	0	0	1	2	0	0	0	0	0	0	0	3	5	0	2	0	2	0	1	0	0
ID0022491M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0022508M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ID0022530M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	16	0
ID0022533M	1	0	0	0	1	0	0	0	0	2	0	0	2	1	1	3	11	1	7	1	0	1	4	0	0
ID0022535M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ID0022540M	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022542M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0
ID0022546M	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	55
ID0022552M	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022555M	2	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	6	0	0	2	4	1	2	0	0
ID0022559M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022569M	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0
ID0022570M	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ID0022574M	3	5	0	1	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0
ID0022583M	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0
ID0022593M	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	2	0	0
ID0022606M	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
ID0022609M	5	1	1	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0
ID0022613M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0
ID0022615M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0
ID0022618M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	9	0
ID0022644M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0022662M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	39	0
ID0022664M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	2	0
ID0022675M	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	1	0	1	0	0
ID0022681M	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0
ID0022683M	0	0	3	2	1	0	1	2	3	0	0	7	0	22	2	1	0	5	2	3	0	1	2	0	0
ID0022690M	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022692M	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022699M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
ID0022701M	6	2	7	4	7	2	1	2	2	8	0	4	0	10	9	8	10	1	5	3	1	8	6	0	0
ID0022703M	0	0	0	0	0	0	1	0	1	0	12	0	0	6	0	0	0	1	0	0	0	0	0	0	0
ID0022709M	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ID0022715M	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022719M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0022722M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ID0022727M	0	0	0	8	2	2	2	1	3	0	7	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ID0022730M	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ID0022739M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0
ID0022756M	0	0	0	2	0	0	0	0	0	0	0	1	0	3	1	1	2	0	0	0	0	0	2	0	0
ID0022758M	0	1	3	0	1	1	4	1	1	0	0	3	0	12	6	2	0	2	0	0	0	0	0	0	0
ID0022760M	0	0	2	0	0	0	0	0	0	1	0	1	0	22	2	1	1	3	4	1	0	3	1	2	0
ID0022764M	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ID0022765M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ID0022776M	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0
ID0022796M	0	0	3	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
ID0022797M	0	0	1	0	0	0	0	0	0	0	0	3	0	20	1	0	0	0	0	0	0	0	0	0	0
ID0022812M	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022820M	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	2	4	2	0	0	2	0	0	0
ID0022835M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022865M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
ID0022866M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0022871M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0022872M	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0022876M	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ID0022878M	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	1	0	0
ID0022881M	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022887M	0	1	1	0	0	0	0	0	0	7	0	0	0	0	4	1	1	0	0	2	0	0	0	0	0
ID0022905M	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022910M	3	2	1	3	1	1	3	2	9	4	14	10	1	9	8	5	8	0	0	5	3	5	3	0	0
ID0022912M	0	2	2	0	0	0	0	0	0	0	0	1	0	0	1	0	2	3	3	0	1	0	0	0	0
ID0022920M	0	0	0	0	0	0	0	2	1	10	2	1	0	99	1	0	0	0	1	0	0	0	0	0	0
ID0022921M	0	0	4	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
ID0022945M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0022948M	0	0	1	1	2	0	0	0	0	0	19	6	0	0	2	2	0	0	0	2	0	0	1	0	0
ID0022958M	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ID0022963M	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0022970M	0	0	3	1	1	5	4	4	5	9	5	6	2	4	0	0	3	3	2	0	0	0	3	0	0
ID0022975M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0022992M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ID0022993M	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	1	3	0	0	0	3	0	0	0
ID0023004M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0023006M	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023008M	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023021M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ID0023033M	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0023037M	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023038M	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ID0023041M	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0
ID0023055M	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023058M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ID0023060M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023069M	2	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	2	4	0	1	0	2	6	0	0
ID0023077M	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0
ID0023083M	0	0	0	1	2	2	2	1	0	0	0	0	0	0	4	1	0	2	0	0	2	0	5	0	0
ID0023088M	0	0	0	0	0	1	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023092M	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	1	0	0	0	1	0	0
ID0023095M	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0
ID0023105M	0	0	5	2	1	0	0	0	0	0	0	0	0	4	0	3	4	0	0	0	1	2	3	1	0
ID0023127M	0	3	0	0	1	3	0	0	0	1	0	0	0	0	5	2	12	6	0	0	0	0	0	0	0
ID0023139M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ID0023144M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0023155M	0	0	3	3	1	1	1	2	0	0	2	1	0	0	1	4	0	2	1	0	2	5	0	0	0
ID0023167M	0	0	0	0	0	0	1	0	4	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0
ID0023168M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0
ID0023173M	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
ID0023195M	0	0	0	0	0	2	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023205M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0023210M	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023212M	0	0	0	0	0	0	0	1	0	0	4	1	0	31	0	0	0	0	0	0	0	0	3	0	0
ID0023232M	0	0	0	0	0	0	0	0	0	0	0	1	14	2	0	0	0	0	0	0	1	0	0	0	0
ID0023235M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0023236M	0	0	0	0	0	0	0	2	2	1	9	14	0	8	0	0	0	0	0	0	0	0	0	0	0
ID0023240M	1	0	1	2	0	0	0	0	2	0	0	0	0	57	0	0	0	1	0	0	0	2	4	6	0
ID0023252M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
ID0023262M	0	1	0	0	1	1	1	0	4	0	3	1	35	0	0	1	0	0	1	0	3	0	0	0	0
ID0023268M	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0023276M	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
ID0023298M	0	0	0	0	0	0	0	0	0	0	0	5	0	7	1	0	0	1	0	3	0	0	0	0	0
ID0023300M	0	0	0	0	0	0	1	0	0	1	0	0	0	9	0	0	3	0	0	0	0	0	0	7	0
ID0023302M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023309M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	3	0
ID0023310M	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
ID0023312M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0023338M	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	3	0	2	0	0	0
ID0023341M	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0023344M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
ID0023352M	0	0	2	0	0	0	0	0	0	0	0	0	0	46	0	0	0	1	1	0	5	0	0	0	0
ID0023370M	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023384M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	9	0	2	22	0	1	0	0	0
ID0023385M	0	0	0	0	0	0	0	0	0	6	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0
ID0023387M	1	1	1	3	5	2	2	1	3	9	2	5	0	11	1	3	4	0	0	0	4	0	5	0	0
ID0023389M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ID0023398M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	70	0
ID0023407M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	3	0	0	0	0	0	0
ID0023418M	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023420M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	10	0
ID0023425M	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	0	0	0
ID0023429M	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	3	0	0	2	0	0	0	0	0
ID0023431M	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0
ID0023432M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	1	0	0
ID0023446M	3	1	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	3	0	0	0	0	0	0	0
ID0023449M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0023450M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ID0023461M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	2	0	0	0
ID0023463M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ID0023468M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0
ID0023471M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	2	1	0	0
ID0023486M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0
ID0023506M	0	0	0	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	0	1	2	0	0	0	0
ID0023512M	0	0	1	1	0	0	4	1	1	3	0	2	0	0	4	1	0	2	1	0	0	0	1	0	0
ID0023518M	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	3	0	0	0	0	0	0	0
ID0023533M	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ID0023536M	0	0	0	0	1	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	3	3	0	0
ID0023538M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
ID0023539M	0	0	0	0	1	0	2	1	0	0	5	1	0	38	1	3	0	4	0	4	0	0	0	0	0
ID0023540M	0	0	0	0	0	0	0	0	0	4	0	2	0	45	0	3	0	0	0	0	2	2	0	0	0
ID0023560M	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	17	0
ID0023573M	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ID0023579M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ID0023581M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ID0023583M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023590M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
ID0023602M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0023610M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0
ID0023614M	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ID0023625M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ID0023646M	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ID0023671M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	4	5	0	0	0	1	0	0	0
ID0023675M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	9	0	0	0	0	0	0	0	0
ID0023676M	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	6	3	0	0	0	6	0	0	0
ID0023684M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0023710M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0023718M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0
ID0023722M	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ID0023735M	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ID0023740M	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	0	1	0	0	0	2	0	0
ID0023746M	0	0	0	0	0	0	0	0	0	0	0	1	0	11	2	0	0	0	0	0	0	0	0	0	0
ID0023756M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0023768M	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3	2	1	1	0	8	1	0	0	0	0
ID0023780M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0023806M	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	1	0	0	22	0
ID0023818M	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ID0023823M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
ID0023831M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0
ID0023834M	0	0	0	1	0	0	0	0	1	7	0	3	0	6	0	1	0	2	0	0	0	0	0	0	0
ID0023847M	0	0	0	0	1	1	0	0	0	0	0	0	0	43	0	3	0	3	0	2	3	3	3	0	0
ID0023850M	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	41	0
ID0023851M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	37	0
ID0023853M	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
ID0023854M	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ID0023859M	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ID0023863M	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0
ID0023866M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0023872M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
ID0023886M	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0023893M	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	5	3	0	0	0
ID0023894M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0023917M	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	2	0	0	0	0
ID0023921M	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	2	2	0	0	0	0
ID0023933M	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	0	3	0	2	0	0	0	0
ID0023946M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ID0023949M	0	0	0	0	0	0	2	2	1	3	5	9	0	22	0	1	0	0	0	0	1	0	5	0	0
ID0023951M	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ID0023964M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ID0023970M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ID0023986M	1	0	2	0	1	1	0	2	0	0	4	3	0	3	0	0	0	0	0	1	0	0	0	0	0
ID0023997M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ID0024003M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ID0024015M	0	1	0	0	0	0	0	0	0	0	1	1	0	4	0	0	2	0	0	0	0	0	0	21	0
ID0024018M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
ID0024019M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0024029M	0	0	1	0	0	0	0	0	0	0	0	0	0	15	1	2	0	0	1	0	1	0	0	0	0
ID0024036M	0	0	0	1	1	0	3	0	5	0	25	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0024039M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ID0024041M	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	1	0	0	0	0
ID0024055M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
ID0024064M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
ID0024078M	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	4	2	0	0	0	0	0	0
